Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
14,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r2,14,Online_whatL4//a.zi.lo22.none.none.wav,ci,bu,da,sil,ja,re,ñi,sil1,nu,de,sil2,['-'],,,none,none,,,,lo,2,testWhatL4Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L4,z,0.2445,7.0,0.0,1.2529,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
15,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r1,15,Online_whatL4//a.zi.lo21.0.888.wav,zi,ru,ña,sil,lo,pe,po,sil1,re,bo,sil2,['catch'],[1.5138999999760472],[1.5138999999760472],0.888,beat,0.6258999999760472,0.6258999999760472,"[""space""]",lo,2,testWhatL4Uns//r1.s2.2.wav,1.0,what,unsyncopated,a,s2,rule,rule,L4,z,0.4671,6.0,1.0,0.6314,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
16,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r2,16,Online_whatL4//c.bu.da1.none.none.wav,ja,ña,ñi,sil2,nu,re,de,sil,ru,pe,sil1,['-'],,,none,none,,,,bu,3,testWhatL4Uns//dep_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,dep,L4,m,1.7618,4.0,1.0,0.7029,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,1.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
17,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r2,17,Online_whatL4//c.bu.da0.444.1332.wav,re,de,bu,sil2,ja,da,bo,sil,nu,pe,sil1,['catch'],[1.1780999999641608],[1.1780999999641608],0.444,no_beat,0.7340999999641609,0.7340999999641609,"[""space""]",bu,3,testWhatL4Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L4,z,0.6432,6.0,1.0,0.5346,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
18,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,18,Online_whatL4//c.bu.da2.1332.222.wav,de,da,po,sil,zi,ru,bu,sil2,lo,ña,sil1,['catch'],[2.1786000000238346],[2.1786000000238346],1.332,no_beat,0.8466000000238345,0.8466000000238345,"[""space""]",bu,3,testWhatL4Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,z,2.118,6.0,1.0,0.4591,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,19. Con la música me puedo desahogar.,4.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
19,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,19,Online_whatL4//c.bu.da3.none.none.wav,pe,po,bo,sil,zi,re,ña,sil1,lo,ru,sil2,['-'],,,none,none,,,,bu,3,testWhatL4Uns//time_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,time,L4,z,0.7963,6.0,0.0,0.6917,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
20,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r1,20,Online_whatL4//c.bu.da22.none.none.wav,zi,de,ña,sil2,lo,re,ñi,sil,po,ru,sil1,['-'],,,none,none,,,,bu,3,testWhatL4Uns//r1.s1.2.wav,1.0,what,unsyncopated,a,s1,rule,rule,L4,z,0.1682,4.0,1.0,1.1216,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
21,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r2,21,Online_whatL4//c.bu.da20.1776.444.wav,ja,ci,da,sil,nu,po,ru,sil1,bu,de,sil2,['catch'],[2.4638000000118154],[2.4638000000118154],1.776,beat,0.6878000000118154,0.6878000000118154,"[""space""]",bu,3,testWhatL4Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L4,m,4.118,3.0,1.0,1.0334,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
22,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r1,22,Online_whatL4//c.bu.da23.none.none.wav,zi,pe,ru,sil,lo,re,po,sil2,ci,ña,sil1,['false alarm'],[1.0369000000357573],[1.0369000000357573],none,none,,,"[""space""]",bu,3,testWhatL4Uns//dep_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,dep,L4,z,2.613,3.0,0.0,1.0839,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
23,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r1,23,Online_whatL4//c.bu.da21.none.none.wav,zi,ci,re,sil2,lo,ñi,de,sil,ña,bo,sil1,['-'],,,none,none,,,,bu,3,testWhatL4Uns//cat_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,cat,L4,z,0.5347,2.0,0.0,0.7296,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
24,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r2,24,Online_whatL4//d.pe.po7.444.0.wav,po,bo,pe,sil,ja,ci,da,sil1,nu,ñi,sil2,['catch'],[1.1626999999880354],[1.1626999999880354],0.444,no_beat,0.7186999999880355,0.7186999999880355,"[""space""]",pe,4,testConjL2Syn//dep_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,dep,L2,z,0.5094,6.0,0.0,2.4933,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
25,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,25,Online_whatL4//d.pe.po4.1554.444.wav,bu,ci,po,sil2,zi,de,pe,sil,lo,bo,sil1,['catch'],[2.3380999999642427],[2.3380999999642427],1.554,no_beat,0.7840999999642426,0.7840999999642426,"[""space""]",pe,4,testConjL2Syn//r1.s2.2.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L2,z,1.1112,7.0,1.0,0.3669,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
26,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r2,26,Online_whatL4//d.pe.po6.none.none.wav,ñi,bu,ru,sil,ja,ña,ci,sil1,nu,de,sil2,['-'],,,none,none,,,,pe,4,testConjL2Syn//r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L2,z,0.7618,7.0,1.0,0.3686,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
27,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,27,Online_whatL4//d.pe.po5.none.none.wav,bo,da,ña,sil,zi,bu,re,sil2,lo,de,sil1,['-'],,,none,none,,,,pe,4,testConjL2Syn//cat_viol.r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L2,m,1.7167,6.0,1.0,0.367,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
28,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,28,Online_whatL4//a.zi.lo17.1110.1998.wav,po,pe,ru,sil2,zi,ci,re,sil,lo,ña,sil1,"['false alarm', 'catch']","[0.9106999999880827, 2.63719999998807]",[2.63719999998807],1.998,no_beat,0.63919999998807,0.63919999998807,"[""space"",""space""]",lo,2,testConjL2Syn//dep_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L2,m,1.2516,4.0,1.0,0.1335,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
29,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r1,29,Online_whatL4//a.zi.lo16.0.888.wav,zi,ñi,bo,sil,lo,da,ña,sil1,ru,bu,sil2,['miss'],,,0.888,beat,,,,lo,2,testConjL2Syn//time_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,time,L2,z,0.4245,6.0,0.0,0.6677,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
30,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s2,r1,30,Online_whatL4//a.zi.lo19.888.1776.wav,da,ru,re,sil,zi,ña,po,sil1,lo,ci,sil2,['catch'],[2.269399999976031],[2.269399999976031],1.776,beat,0.4933999999760308,0.4933999999760308,"[""space""]",lo,2,testConjL2Syn//r2.s1.1.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L2,z,3.1999,5.0,1.0,0.658,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
31,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r2,31,Online_whatL4//a.zi.lo18.none.none.wav,ja,de,da,sil,nu,ña,re,sil2,ci,ru,sil1,['-'],,,none,none,,,,lo,2,testConjL2Syn//r2.s2.1.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L2,z,0.6841,7.0,1.0,0.585,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
32,2024-02-23_23h06.43.551,Unsyncopated_study3,s126,21.0,feminino,right,españa,castellano y gallego,Bachelor degree,no,no,A,1,what,L4,unsyncopated,s1,r2,32,Online_whatL4//b.ja.nu18.0.1110.wav,ja,re,ru,sil2,nu,bu,bo,sil,po,de,sil1,['catch'],[0.6899000000357773],[0.6899000000357773],0.0,beat,0.6899000000357773,0.6899000000357773,"[""space""]",ja,1,testConjL2Syn//r1.s1.2.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L2,z,0.0773,7.0,1.0,0.4121,4 ,3.0,castellano,0.0,gallego,0.0,ingles,3.0,catalán,19.0,4.0,5.0,yes,no,yes,piano,5,guitarra,5,,,A medida que iban pasando los lenguajes me distraía más porque es una tarea bastante monótona. ,77.0,yes
